epoch,acc,loss,vacc,vloss
0,0.260943029601,1.86531051802,0.319810183069,1.71456960037
1,0.282793555309,1.76028967994,0.342487066716,1.68026592024
2,0.289638443459,1.74426324257,0.34030884117,1.66203324838
3,0.295805851148,1.73315956109,0.334318721001,1.65896502994
4,0.302475528871,1.72344942706,0.357734645221,1.64229462008
5,0.306758450905,1.71571366355,0.358901551812,1.63423563366
6,0.313147791861,1.70564312035,0.35376716312,1.63039321523
7,0.31816270425,1.69907308537,0.380178147623,1.59738586665
8,0.321678593897,1.69347184798,0.384262320502,1.59351823015
9,0.325735689125,1.68707270858,0.386557236658,1.58631413349
10,0.328359952241,1.68330095542,0.397137189209,1.57358484163
11,0.331210042194,1.67823691893,0.39227507862,1.57404618382
12,0.332930998149,1.6749952228,0.394764479197,1.56288264249
13,0.334332681722,1.67370368082,0.400326733765,1.5623353274
14,0.335956298517,1.67036555665,0.382706445128,1.56432026154
15,0.337852464949,1.66785101514,0.400326733749,1.55527139203
16,0.339004960339,1.66492174906,0.398887548901,1.54717647363
17,0.34103740149,1.66030764564,0.391769419228,1.55059592297
18,0.343315137318,1.65774184043,0.408611770095,1.53099675839
19,0.342715528203,1.65693917344,0.405422225512,1.53639949259
20,0.345978336126,1.65278365609,0.411723520806,1.52987786439
21,0.347103576557,1.65210493272,0.412190283434,1.52319499075
22,0.346188588677,1.65068967974,0.406083472628,1.52335630504
23,0.349085401396,1.64857262742,0.414018437126,1.52568421809
24,0.349229463301,1.64528500513,0.411529036422,1.52019692383
25,0.349941985795,1.64483065352,0.421681123262,1.5071405192
26,0.351094481145,1.64373099686,0.418763856935,1.50667748662
27,0.351756387277,1.64130716446,0.412229180319,1.5094599269
28,0.352426080611,1.63917017198,0.414679684116,1.50581399105
29,0.353197006566,1.64010379382,0.419113928889,1.52408435118
30,0.353773254235,1.63754953321,0.420203041524,1.5019570219
31,0.354653200035,1.635398988,0.425415224056,1.49620267635
32,0.35469213568,1.63582059984,0.425104049086,1.49960439678
33,0.355945863796,1.63303071905,0.42506515224,1.48870486937
34,0.35721127259,1.63095051974,0.421447741934,1.49644926752
35,0.356455920822,1.63103326774,0.430899684669,1.48364407575
36,0.357623990495,1.63045276929,0.43039402532,1.48684471544
37,0.358161302523,1.62956733504,0.42471508022,1.48826531211
38,0.359126906797,1.62780958228,0.434906063884,1.47593273952
39,0.358546765537,1.62572109903,0.429188221949,1.47973145979
40,0.360306657144,1.62556257452,0.434322610619,1.48400224429
41,0.359161948862,1.62440758475,0.43420592001,1.47836702012
42,0.360415676974,1.62393936289,0.431444241258,1.48076768366
43,0.360910159784,1.62276700665,0.432027694441,1.48533010093
44,0.362537670174,1.62082159422,0.430471819083,1.48092781392
45,0.362202823524,1.62117248471,0.437473258208,1.46946039196
46,0.363779717578,1.62071194756,0.429304912602,1.48019648607
47,0.361891338298,1.62009473381,0.43510054841,1.47554222116
48,0.363686271962,1.61842674003,0.436072970497,1.47109050486
49,0.364624621238,1.61537592027,0.428060212319,1.48451519504
50,0.363627868529,1.61740691789,0.440818390477,1.46950055246
51,0.365165826878,1.61484924316,0.433544672953,1.47002056742
52,0.365952327095,1.61376141888,0.443618965942,1.4594370762
53,0.36539554722,1.61476881925,0.430588509698,1.46618011852
54,0.36616647318,1.61349910266,0.440157143377,1.46236738803
55,0.366018517702,1.61249109194,0.439690380704,1.45490551979
56,0.367517540416,1.61094406207,0.440935081026,1.45738077734
57,0.366925718473,1.61102468395,0.440312730914,1.46280306505
58,0.367906896966,1.61090283895,0.434944960807,1.45964300942
59,0.367190480911,1.61020340322,0.441635224796,1.46174171125
60,0.366629807488,1.61049318513,0.447858726398,1.46117011729
61,0.370379311042,1.60603737652,0.439729277627,1.46251055825
62,0.369577236585,1.60819060406,0.451359446034,1.4444126185
63,0.367280032938,1.60750326713,0.44509704763,1.45383854646
64,0.369659001445,1.60650939926,0.443891244193,1.44848284476
65,0.370523372941,1.60470718664,0.439651483754,1.44881592927
66,0.370854326013,1.60246225374,0.44766424202,1.44399931449
67,0.369476003902,1.60458754069,0.4508926834,1.44357949944
68,0.370912729531,1.60301410361,0.443618965892,1.45998700087
69,0.370760880483,1.60334195626,0.448014313979,1.44219133339
70,0.370780348282,1.6029524197,0.445797191587,1.43922420204
71,0.372777747393,1.60086770563,0.449725776787,1.44030249291
72,0.371788781746,1.60172502268,0.452837527766,1.43993807578
73,0.371664187671,1.60192724179,0.445213738305,1.44531235911
74,0.372501304246,1.60014759412,0.442607647092,1.4511756725
75,0.373190465337,1.59844162386,0.452681940102,1.43940179772
76,0.373926349206,1.59711363909,0.436812011344,1.44237937645
77,0.37407819826,1.59713854913,0.447975417029,1.43708713074
78,0.374268982973,1.59704151582,0.453459877746,1.43357959633
79,0.373961391307,1.59635684354,0.450231436322,1.42909317488
80,0.374673913777,1.59576876855,0.453848846589,1.4305937834
81,0.375394223428,1.5954863048,0.455638103187,1.43032882669
82,0.373470802043,1.59551572493,0.453732155958,1.42548923823
83,0.375059376772,1.59543474722,0.4580497101,1.42332016976
84,0.374311812206,1.59556259535,0.454821268676,1.42851280609
85,0.37539032986,1.59434668116,0.455715897038,1.42953213803
86,0.374522064728,1.59424287636,0.453498774526,1.43265807163
87,0.376725822856,1.59220492079,0.454393402948,1.43579497037
88,0.376398763305,1.59237992777,0.463261892626,1.41774349202
89,0.377204731369,1.58992687058,0.457855225656,1.42831871918
90,0.375230693661,1.59166035098,0.458283091599,1.42547911988
91,0.376426018262,1.59148552271,0.457310669325,1.42766286445
92,0.377422771022,1.59042515103,0.455404721799,1.42916923736
