epoch,acc,loss,vacc,vloss
0,0.368144424924,1.65237313441,0.500000000159,1.40566262881
1,0.514086919826,1.27685116889,0.589666666826,1.06824382782
2,0.549787021822,1.18942195044,0.613000000159,1.01588429054
3,0.569488463294,1.13728659392,0.638333333492,0.943293815613
4,0.583587063951,1.10175402466,0.557666666985,1.10716433144
5,0.596210003179,1.07170538363,0.631000000954,0.954325738112
6,0.606068511034,1.04563375762,0.650000000159,0.905149476051
7,0.61438906048,1.02457376305,0.646999999682,0.92813687404
8,0.620902995539,1.00724292602,0.652333333333,0.922945859909
9,0.628534383887,0.988807721545,0.666999999682,0.886514829318
10,0.632521394969,0.978027645796,0.633000000954,0.955438917478
11,0.639603790605,0.960964313137,0.673333333651,0.872192366282
12,0.644315004902,0.949693002568,0.663666667302,0.897127196153
13,0.648605714072,0.938116307494,0.667333333174,0.871931370894
14,0.652230623511,0.927935089551,0.669333333015,0.872640098254
15,0.655345475899,0.919024355833,0.666666667144,0.901916820367
16,0.659916521891,0.910183238458,0.666,0.895904733181
17,0.662844483049,0.900085490614,0.684000000636,0.834608223756
18,0.665920399848,0.89347600844,0.691666667302,0.848906649113
19,0.669155952698,0.886861607749,0.691000000477,0.84441922156
20,0.67100928999,0.879856019832,0.675000000954,0.880052969297
21,0.674104674485,0.872409386805,0.690333333015,0.823958479246
22,0.677386950201,0.864580454048,0.69666666762,0.827871100108
23,0.679450539875,0.859495143459,0.684666666508,0.850707502206
24,0.681588107385,0.852579643413,0.677333333333,0.856997443358
25,0.684239625463,0.84540865583,0.675,0.898090625445
26,0.685750328864,0.843672691973,0.698000000954,0.817848987897
27,0.687560836861,0.835933589344,0.699333334923,0.833554828485
28,0.690068293013,0.832002459323,0.690333333015,0.85833020099
29,0.692840511637,0.82276581535,0.686000000954,0.860288599491
30,0.692676981969,0.823440294867,0.693666666667,0.845890154839
31,0.695164970262,0.817679070142,0.700333333015,0.841966619968
32,0.696492676116,0.814784437139,0.702333333969,0.822346326987
33,0.69868085992,0.808152555274,0.683333334128,0.850834201336
34,0.700499155053,0.804643199384,0.692333334287,0.84626375103
35,0.702173388147,0.801412889069,0.677666666349,0.88680035909
36,0.703462158333,0.79688216864,0.695000000636,0.827988397439
37,0.705245411354,0.790980255277,0.691000000318,0.863971197446
38,0.704914458164,0.790089624602,0.693333333969,0.849011041959
39,0.708589984072,0.782631622914,0.706000000636,0.822630027453
40,0.708512112809,0.783040836484,0.699666666985,0.841795179049
41,0.709898222111,0.77831064946,0.696999999682,0.849763468742
